Date;23-9-2021;;;;;;;;;;;
Type;MAJOR FLAG;STOCK TYPE;QUOTE INDICATOR;GEOGRAPHIC DESCR.;GEOG DESC OF LSTNG;CURRENCY;ISIN ISSUER CTRY;NAME;FULL NAME;COMPANY NAME;ISIN CODE;CURRENCY
916656;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;BREDERO VERN.BEDR. DEAD - DELIST.17/12/96;BREDERO VEREENIGDE BEDRIJVEN DEAD - DELIST.17/12/96;BREDERO VEREENIGDE BEDRIJVEN;NL0000342632;FL
932788;N;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;BREDERO VERN.CERT. DEAD - DELIST.17/12/96;BREDERO VEREENIGDE CERTIFICATE DEAD - DELIST.17/12/96;BREDERO VEREENIGDE BEDRIJVEN;NL0000342657;FL
932787;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;BREEVAST CERTS. DEAD - DELIST 05/11/99;BREEVAST CERTIFICATES DEAD - DELIST 05/11/99;BREEVAST NV;NL0000342541;E 
998420;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;BRINK MOLYN;BRINK MOLYN;BRINK MOLYN;NA;FL
923522;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;BROCACEF HOLDING DEAD - DELIST.02/02/01;BROCACEF HOLDING DEAD - DELIST.02/02/01;BROCACEF HOLDING;NL0000331650;E 
51800Q;Y;EQ;S;CANADA;NETHERLANDS;E;CA;BROOKFIELD ASSET M (AMS) DEAD - DELIST.30/09/19;BROOKFIELD ASSET M (AMS) DEAD - DELIST.30/09/19;BROOKFIELD ASSET MANAGEMENT INCORPORATED;CA1125851040;E 
87133H;N;EQ;P;BRAZIL;NETHERLANDS;E;US;BTG PACTUAL DEAD - DELIST.29/12/17;BTG PACTUAL DEAD - DELIST.29/12/17;BANCO BTG PACTUAL SA;US05890C3034;E 
932789;N;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;BUHR.-TETT.CERT. MERGER - SEE 929136;BUHRMANN -TETTERODE CERTIFICATE MERGER - SEE 929136;CORPORATE EXPRESS NV;NA;FL
684370;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
684417;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
929316;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;BUHRMANN-TETT. DEAD - DELIST 20/10/76;BUHRMANN-TETTERODE DEAD - DELIST 20/10/76;BUHRMANN-TETTERODE;NL0000343119;FL
932831;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;BURGMAN HEYBROEK DEAD - DEAD 01/08/03;BURGMAN HEYBROEK DEAD - DEAD 01/08/03;BURGMAN HEYBROEK NV;NL0000362432;E 
930349;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;CALVE DELFT;CALVE DELFT;CALVE-DELFT;NL0000343846;E 
932790;N;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;CALVE-DELFT CERT. DEAD - DELIST 01/06/99;CALVE-DELFT CERTIFICATE DEAD - DELIST 01/06/99;CALVE-DELFT;NL0000343879;E 
934587;Y;INVT;P;CANADA;NETHERLANDS;E;N/A;CDN.INV.FD.CERT. (AMS);CANADIAN INVESTMENT FUND CERTIFICATE (AMS);CANADIAN INVESTMENT FUND CERTIFICATE (FL);NA;E 
701908;Y;INVT;P;NETHERLANDS;NETHERLANDS;C$;N/A;CDN.OS.INV.PF. (DEAD - SEE 308993);CANADIAN OVERSEAS INVESTMENT PREFERRED (DEAD - SEE 308993);CANADIAN OVERSEAS INVESTMENT;NA;C$
745036;N;CF;P;CANADA;NETHERLANDS;E;NL;CDN.PACIFIC CERT. (AMS) DEAD - DEAD 19/11/01;CANADIAN PACIFIC CERTIFICATE (AMS) DEAD - DEAD 19/11/01;CANADIAN PACIFIC LIMITED;NL0000441590;E 
702392;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;CANAMFUND;CANAMFUND;CANAMFUND;NA;FL
270023;Y;EQ;S;FRANCE;NETHERLANDS;E;FR;CAP GEMINI (AMS) DEAD - 09/12/05;CAP GEMINI (AMS) DEAD - 09/12/05;CAPGEMINI SE;FR0000125338;E 
29751T;Y;EQ;S;FRANCE;NETHERLANDS;E;FR;CAP GEMINI (AMS) DEAD - DUPLI-29753T;CAP GEMINI (AMS) DEAD - DUPLI-29753T;CAPGEMINI SE;FR0000125338;E 
899878;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;CAP GEMINI FALCONS DEAD - DEAD;CAP GEMINI FALCONS DEAD - DEAD;CAP GEMINI FALCONS;NA;FL
772746;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;CAP GEMINI GROUP DEAD - DELIST 30/05/01;CAP GEMINI GROUP DEAD - DELIST 30/05/01;CAP GEMINI GROUP NV;NL0000344000;E 
932762;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;CAPA CITY REALTY DEAD - DELIST.07/11/97;CAPA CITY REALTY DEAD - DELIST.07/11/97;CAPA CITY REALTY NV;NL0000285252;FL
676630;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;CARDIO CONTROL NM DEAD - DEAD;CARDIO CONTROL NM DEAD - DEAD;CARDIO CONTROL NM;NL0000344059;E 
50725U;Y;EQ;P;NETHERLANDS;NETHERLANDS;U$;GG;CARLYLE CAPITAL DEAD - 27/05/08;CARLYLE CAPITAL DEAD - 27/05/08;CARLYLE CAPITAL;GG00B1VYV826;U$
273302;Y;EQ;S;FRANCE;NETHERLANDS;E;FR;CARREFOUR (AMS) DEAD - SEE MOR 922029;CARREFOUR (AMS) DEAD - SEE MOR 922029;CARREFOUR SA;FR0000120172;E 
671035;N;EQ;P;JAPAN;NETHERLANDS;Y;NL;CASIO CMP.100 CDR. (AMS) DEAD - DELIST 29/10/04;CASIO COMPUTER 100 CONTINENTAL DEPOSITARY RE (AMS) DEAD - DELIST 29/10/04;CASIO COMPUTER COMPANY LIMITED;NL0000484475;Y 
671012;N;EQ;P;JAPAN;NETHERLANDS;Y;NL;CASIO CMP.1000 CDR.(AMS) DEAD - DELIST 29/10/04;CASIO COMPUTER 1000 CONTINENTAL DEPOSITARY RE (AMS) DEAD - DELIST 29/10/04;CASIO COMPUTER COMPANY LIMITED;NL0000484483;Y 
741691;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;CASOLITH SHEETS;CASOLITH SHEETS;CASOLITH SHEETS;NA;FL
993332;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;CBS (AMS) DEAD - DELIST 18/02/98;CBS (AMS) DEAD - DELIST 18/02/98;CBS CORPORATION;US12490K1079;U$
866355;Y;EQ;P;UNITED STATES;NETHERLANDS;E;US;CBS (AMS) DEAD - DEAD 16/06/01;CBS (AMS) DEAD - DEAD 16/06/01;CBS CORPORATION;US12490K1079;E 
688915;Y;EQ;S;UNITED STATES;NETHERLANDS;E;US;CBS CORP (AMS) DEAD - DEAD 05/05/00;CBS CORP (AMS) DEAD - DEAD 05/05/00;CBS CORPORATION;US12490K1079;E 
143091;Y;EQ;S;UNITED STATES;NETHERLANDS;E;US;CENTECOR INCO. (AMS) DEAD - MERGER 07/10/99;CENTECOR INCORPORATED (AMS) DEAD - MERGER 07/10/99;CENTOCOR;US1523421014;E 
702880;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;CENTER PARCS DEAD - DELIST 12/12/90;CENTER PARCS DEAD - DELIST 12/12/90;CENTER PARCS;NL0000344117;FL
504533;N;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;CENTER PARCS STK.CERT.;CENTER PARCS STOCK CERTIFICATE;CENTER PARCS;NA;FL
142445;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;CETECO DEAD - 16/04/10;CETECO DEAD - 16/04/10;CETECO;NL0000344315;E 
932793;N;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;CETECO CERTS.;CETECO CERTIFICATES;CETECO HANDEL;NA;FL
923807;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;CETECO HANDEL;CETECO HANDEL;CETECO HANDEL;NA;FL
932794;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;CHAMOTTE UNIE DEAD - DELIST.23/10/91;CHAMOTTE UNIE DEAD - DELIST.23/10/91;CHAMOTTE UNIE;NA;FL
671036;N;EQ;P;UNITED STATES;NETHERLANDS;E;NL;CHEVRON CERT. (AMS) DEAD - DEAD 29/10/01;CHEVRON CERTIFICATE (AMS) DEAD - DEAD 29/10/01;CHEVRON CORPORATION;NL0000475333;E 
888810;N;EQ;P;UNITED STATES;NETHERLANDS;E;NL;CHICAGO BRIDGE & IRON DEAD - DELIST 20/04/01;CHICAGO BRIDGE & IRON DEAD - DELIST 20/04/01;CHICAGO BRIDGE & IRON NV;NL0000344554;E 
993280;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;CHRYSLER (AMS) DEAD - DELIST.16/05/97;CHRYSLER (AMS) DEAD - DELIST.16/05/97;CHRYSLER CORPORATION;US1711961086;U$
866251;Y;EQ;S;UNITED STATES;NETHERLANDS;E;US;CHRYSLER CORP CERT.(AMS) DEAD - DELIST 30/06/99;CHRYSLER CORP CERTIFICATE (AMS) DEAD - DELIST 30/06/99;CHRYSLER CORPORATION;US1711961086;E 
932796;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;CINDU INTERNATIONAL DEAD - DELIST 18/06/99;CINDU INTERNATIONAL DEAD - DELIST 18/06/99;CINDU INTERNATIONAL NV;NL0000344513;E 
41442H;Y;EQ;S;NETHERLANDS;NETHERLANDS;PZ;NL;CINEMA CITY DEAD - SEE 41471H;CINEMA CITY DEAD - SEE 41471H;GLOBAL CITY HOLDINGS SA;NL0000687309;PZ
993287;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;CITICORP (AMS) DEAD - DELIST 31/07/98;CITICORP (AMS) DEAD - DELIST 31/07/98;CITICORP;US1730341096;U$
993532;N;EQ;P;UNITED STATES;NETHERLANDS;E;NL;CITIGROUP CERTS (AMS) DEAD - DEAD 31/12/02;CITIGROUP CERTS (AMS) DEAD - DEAD 31/12/02;CITIGROUP INCORPORATED;NL0000457323;E 
671025;Y;EQ;S;HONG KONG;NETHERLANDS;K$;KY;CITY E-SOLUTION 1 (AMS) DEAD - 31/12/97;CITY E-SOLUTION 1 (AMS) DEAD - 31/12/97;CHINA TIAN YUAN HEALTHCARE GROUP;KYG8442J1004;K$
951671;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;CLAIMINDO 1978-2002 DEAD - DEAD;CLAIMINDO 1978-2002 DEAD - DEAD;CLAIMINDO NV;NL0000344596;E 
9518YY;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;CM COM (WI) POSTPONED DEAD - DELETE.21/02/20;CM COM (WI) POSTPONED DEAD - DELETE.21/02/20;CM COM BV;NA;E 
866168;Y;EQ;S;UNITED KINGDOM;NETHERLANDS;E;GB;CMG (AMS) DEAD - DEAD 30/12/02;CMG (AMS) DEAD - DEAD 30/12/02;CMG PLC;GB0003847372;E 
671024;Y;EQ;P;UNITED STATES;NETHERLANDS;U$;US;COASTAL CORP (AMS) DEAD - DEAD 15/02/01;COASTAL CORP (AMS) DEAD - DEAD 15/02/01;EL PASO CGP COMPANY;US1904411055;U$
866666;Y;CF;S;BELGIUM;NETHERLANDS;E;BE;COBEPA (AMS) DEAD - DELIST 01/01/00;COBEPA (AMS) DEAD - DELIST 01/01/00;COBEPA;BE0003673846;E 
993289;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;COLGATE PALMOLIVE (AMS) DEAD - SEE MOR 504187;COLGATE PALMOLIVE (AMS) DEAD - SEE MOR 504187;COLGATE-PALMOLIVE COMPANY;US1941621039;U$
997840;N;EQ;S;UNITED STATES;NETHERLANDS;E;NL;COL.GAS SY.CERT. (AMS) DEAD - EXPD.01/01/01;COLUMBIA GAS SYSTEM CERTIFICATE (AMS) DEAD - EXPD.01/01/01;COLUMBIA ENERGY GROUP;NL0000457661;E 
982595;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;CMWL.EDISON (AMS) DEAD - DEAD;COMMONWEALTH EDISON (AMS) DEAD - DEAD;UNICOM;US9049111043;U$
866512;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;COMPUTER TASK (AMS) DEAD - DEAD 29/10/01;COMPUTER TASK (AMS) DEAD - DEAD 29/10/01;COMPUTER TASK GROUP INCORPORATED;US2054771025;U$
946540;N;EQ;P;UNITED STATES;NETHERLANDS;E;NL;CONS.EDISN CERT. (AMS);CONSOLIDATED EDISN CERTIFICATE (AMS);CONSOLIDATED EDISON INCORPORATED;NL0000458164;E 
690700;Y;EQ;P;UNITED STATES;NETHERLANDS;E;US;CONS.NATGS.CERT. (AMS) DEAD - DEAD 01/06/00;CONSOLIDATED NATURAL GAS CERTIFICATE (AMS) DEAD - DEAD 01/06/00;CONSOLIDATED NATURAL GAS;US2096151038;E 
729500;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;CONTENT BEHEER DEAD - DELIST 16/07/99;CONTENT BEHEER DEAD - DELIST 16/07/99;CONTENT BEHEER NV;NL0000345015;E 
993290;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;CONTROL DATA (AMS) (DELISTED 23/10/92);CONTROL DATA (AMS) (DELISTED 23/10/92);ARBITRON INCORPORATED;US03875Q1085;U$
50731L;Y;EQ;S;CHANNEL ISLANDS;NETHERLANDS;U$;GG;CONVERSUS CAPITAL DEAD - 31/12/13;CONVERSUS CAPITAL DEAD - 31/12/13;CONVERSUS CAPITAL;GG00B1WR8K11;U$
29783V;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;COPACO DEAD - DELIST 15/11/04;COPACO DEAD - DELIST 15/11/04;COPACO;NL0000345346;E 
676212;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;COPACO DEAD - DELIST 10/12/04;COPACO DEAD - DELIST 10/12/04;COPACO NV;NL0000345338;E 
905503;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;CORIO DEAD - 01/04/15;CORIO DEAD - 01/04/15;CORIO NV;NL0000288967;E 
29974V;Y;EQ;S;NETHERLANDS;FRANCE;E;NL;CORIO (PAR) DEAD - SEE MOR 905503;CORIO (PAR) DEAD - SEE MOR 905503;CORIO NV;NL0000288967;E 
929136;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;CORPORATE EXPRESS DEAD - 07/08/08;CORPORATE EXPRESS DEAD - 07/08/08;CORPORATE EXPRESS NV;NL0000852861;E 
142442;N;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;CORPORATE EXPRESS PREF. DEAD - 07/08/08;CORPORATE EXPRESS PREFERENCE DEAD - 07/08/08;CORPORATE EXPRESS NV;NL0000852879;E 
273817;Y;EQ;S;UNITED KINGDOM;NETHERLANDS;E;GB;CORUS GROUP (AMS) DEAD - 05/04/07;CORUS GROUP (AMS) DEAD - 05/04/07;CORUS GROUP PUBLIC LIMITED COMPANY;GB00B127GF29;E 
535243;Y;EQ;S;NETHERLANDS;NETHERLANDS;FL;N/A;CR.LYONN.BK.NED RTS.;CREDIT LYONNAIS BANK NED RIGHTS;CREDIT LYONNAIS BANK NEDERLANDS;NA;FL
923530;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;CR.LYONN.BK.NED. DEAD - DELIST.09/02/96;CREDIT LYONNAIS BANK NEDERLANDS DEAD - DELIST.09/02/96;CREDIT LYONNAIS BANK NEDERLANDS;NA;FL
265489;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;CROWN MEDIA HOLDING(AMS) DEAD - 07/06/01;CROWN MEDIA HOLDING(AMS) DEAD - 07/06/01;CROWN MEDIA HOLDINGS INCORPORATED;US2284111042;U$
701548;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;CROWN VAN GELDER DEAD - 24/04/15;CROWN VAN GELDER DEAD - 24/04/15;CROWN VAN GELDER NV;NL0000345452;E 
269490;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;CRUCELL DEAD - 12/04/11;CRUCELL DEAD - 12/04/11;CRUCELL NV;NL0000358562;E 
923244;N;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;CSM DEAD - T/O BY 933025;CSM DEAD - T/O BY 933025;CORBION;NL0000344208;E 
25543E;N;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;CSS HOLDING STK DEAD - 28/05/02;CSS HOLDING STK DEAD - 28/05/02;CSS NM;NL0000498632;E 
888893;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;CSS NM DEAD - DEAD 23/06/03;CSS NM DEAD - DEAD 23/06/03;CSS NM;NL0000345544;E 
8708W5;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;CURETIS DEAD - DELIST.05/05/20;CURETIS DEAD - DELIST.05/05/20;CURETIS;NL0011509294;E 
671011;Y;EQ;S;SOUTH KOREA;NETHERLANDS;U$;KR;DAEHAN CITY GAS (AMS) DEAD - DEAD 01/01/01;DAEHAN CITY GAS (AMS) DEAD - DEAD 01/01/01;KO-ONE ENERGY SERVICE COMPANY LIMITED;KR7026870006;U$
504488;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;DAF DEAD - DELIST.01/09/93;DAF DEAD - DELIST.01/09/93;DAF;NL0000009553;FL
307365;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;DAF CONV.PREF. DEAD - DELIST.01/09/93;DAF CONVERSION PREFERENCE DEAD - DELIST.01/09/93;DAF CONVERSION PREFERENCE;NA;FL
273314;Y;EQ;S;GERMANY;NETHERLANDS;E;DE;DAIMLERCHRYSLER (AMS) DEAD - DEAD 04/09/06;DAIMLERCHRYSLER (AMS) DEAD - DEAD 04/09/06;DAIMLER AG;DE0007100000;E 
702492;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;DATEX HOLDING;DATEX HOLDING;DATEX HOLDING;NA;FL
505358;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;DE DRIE ELTN. 3%;DE DRIE ELECTRONICS 3%;DE DRIE ELECTRONICS;NA;FL
87225R;Y;EQ;S;NETHERLANDS;NETHERLANDS;E;NL;DE MASTER BLENDERS 1753 DEAD - 29/10/13;DE MASTER BLENDERS 1753 DEAD - 29/10/13;DE MASTER BLENDERS 1753 BV;NL0010157558;E 
54374R;N;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;DE NL CMP AGM DEAD - 21/11/08;DE NL CMP AGM DEAD - 21/11/08;DNC DE NEDERLANDS COMPANY NV;NL0006380701;E 
932854;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;DE VRIES ROBBE GROEP DEAD - 29/01/10;DE VRIES ROBBE GROEP DEAD - 29/01/10;DE VRIES ROBBE GROEP NV;NL0000370294;E 
923884;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;DELFT INSTRUMENTS DEAD - DELIST 01/06/04;DELFT INSTRUMENTS DEAD - DELIST 01/06/04;DELFT INSTRUMENTS NV;NL0000375772;E 
916765;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;DELI-MIJ CERTS.;DELI-MIJ CERTIFICATES;DELI-MIJ CERTIFICATES;NA;FL
933028;N;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;DELI-MIJ REGD.;DELI-MIJ REGISTERED;DELI-MIJ CERTIFICATES;NA;FL
68214F;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;DELTA LLOYD GROUP DEAD - DEAD 01/06/17;DELTA LLOYD GROUP DEAD - DEAD 01/06/17;DELTA LLOYD GROUP NV;NL0009294552;E 
539832;Y;CF;P;NETHERLANDS;NETHERLANDS;FL;N/A;DELTA LLOYD VAST FD. DEAD - DELIST.29/10/92;DELTA LLOYD VAST FUND DEAD - DELIST.29/10/92;DELTA LLOYD VAST FUND;NA;FL
719791;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;DENTEX GROEP;DENTEX GROEP;DENTEX GROEP;NA;FL
921055;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;DESSEAUX TAPIJT. DEAD - DELIST.04/01/93;DESSEAUX TAPIJTFABRIEK DEAD - DELIST.04/01/93;DESSEAUX TAPIJTFABRIEK;NA;FL
695495;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;DETRON GROUP DEAD - DELIST.11/08/00;DETRON GROUP DEAD - DELIST.11/08/00;DETRON GROUP;NL0000347805;E 
309775;Y;EQ;S;GERMANY;NETHERLANDS;E;DE;DEUTSCHE BK. (AMS) DEAD - 06/07/06;DEUTSCHE BANK (AMS) DEAD - 06/07/06;DEUTSCHE BANK AG;DE0005140008;E 
273304;Y;EQ;S;GERMANY;NETHERLANDS;E;DE;DEUTSCHE TELEKOM (AMS) DEAD - 23/11/17;DEUTSCHE TELEKOM (AMS) DEAD - 23/11/17;DEUTSCHE TELEKOM AG;DE0005557508;E 
695515;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;DEVOTE DEAD - DELIST 26/09/01;DEVOTE DEAD - DELIST 26/09/01;DEVOTE;NL0000346443;E 
29751W;Y;EQ;S;BELGIUM;NETHERLANDS;E;BE;DEXIA (AMS) DEAD - SEE MOR 885000;DEXIA (AMS) DEAD - SEE MOR 885000;DEXIA;BE0974290224;E 
997615;N;EQ;P;UNITED STATES;NETHERLANDS;FL;N/A;DIAL CORP. CERT. (AMS) DEAD - DELIST.18/08/95;DIAL CORPORATION CERTIFICATE (AMS) DEAD - DELIST.18/08/95;DIAL CORPORATION;NA;FL
932801;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;DIKKERS;DIKKERS;DIKKERS;NA;FL
273493;Y;EQ;P;NETHERLANDS;NETHERLANDS;U$;NL;DIM VASTGOED DEAD - 02/08/10;DIM VASTGOED DEAD - 02/08/10;DIM VASTGOED;NL0000284750;U$
932876;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;DNC DE NED. DEAD - 31/12/08;DNC DE NEDERLANDS DEAD - 31/12/08;DNC DE NEDERLANDS COMPANY NV;NL0000376044;E 
946031;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;DOC-DATA DEAD - 31/01/94;DOC-DATA DEAD - 31/01/94;DOC-DATA;NA;FL
68482P;N;EQ;P;NORWAY;NETHERLANDS;E;BM;DOCKWISE DEAD - 12/04/13;DOCKWISE DEAD - 12/04/13;DOCKWISE LIMITED;BMG2786A2052;E 
923527;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;DORDTSCHE PTL.INDS. DEAD - DELIST 17/12/01;DORDTSCHE PETROLEUM INDUSTRIES DEAD - DELIST 17/12/01;DORDTSCHE PETROLEUM INDUSTRIES;NL0000009405;E 
922254;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;DORDTSCHE 10% PF;DORDTSCHE 10% PF;DORDTSCHE;NA;FL
932802;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;DORP VAN DESPEC GROEP DEAD - DELIST.06/04/01;DORP VAN DESPEC GROEP DEAD - DELIST.06/04/01;DORP VAN DESPEC GROUP;NL0000347250;E 
997632;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;DOUWE EGBERTS;DOUWE EGBERTS;DOUWE EGBERTS;NA;FL
866354;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;DOW CHEMICAL (AMS) DEAD - SEE MOR 504196;DOW CHEMICAL (AMS) DEAD - SEE MOR 504196;DOWDUPONT;US2605431038;U$
993291;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;DOW CHEMICALS (AMS) DEAD - DEAD 22/06/01;DOW CHEMICALS (AMS) DEAD - DEAD 22/06/01;DOWDUPONT;US2605431038;U$
927674;Y;INVT;P;NETHERLANDS;NETHERLANDS;U$;N/A;DP ENERGY RESOURCES GW.;DP ENERGY RESOURCES GROWTH;DP ENERGY RESOURCES GROWTH;NA;U$
307364;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;DRAKA HOLDINGS DEAD - 07/04/11;DRAKA HOLDINGS DEAD - 07/04/11;DRAKA HOLDING NV;NL0000347813;E 
866668;N;EQ;S;GERMANY;NETHERLANDS;E;DE;DRESDNER BANK (AMS) DEAD - DEAD 13/09/01;DRESDNER BANK (AMS) DEAD - DEAD 13/09/01;DRESDNER BANK;DE0005350003;E 
505182;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;DSM DIV.'90;DSM DIVIDEND '90;DSM DIVIDEND;NA;FL
993292;N;EQ;S;UNITED STATES;NETHERLANDS;U$;US;DU PONT DE NEMOURS (AMS) DEAD - SEE MOR 776546;DU PONT DE NEMOURS (AMS) DEAD - SEE MOR 776546;E I DU PONT DE NEMOURS;US2635341090;U$
898799;N;EQ;P;UNITED STATES;NETHERLANDS;E;NL;DU PONT NEMOUR (AMS) DEAD - DEAD 29/10/01;DU PONT NEMOUR (AMS) DEAD - DEAD 29/10/01;E I DU PONT DE NEMOURS;NL0000460087;E 
932805;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;DUIKER APPARATEN;DUIKER APPARATEN;DUIKER APPARATEN;NA;FL
289362;Y;EQ;S;FRANCE;NETHERLANDS;E;NL;EADS;EADS;AIRBUS SE;NL0000235190;E 
301622;N;EQ;P;UNITED STATES;NETHERLANDS;E;NL;EASTMAN KODAK (AMS) DEAD - DELIST 27/12/01;EASTMAN KODAK (AMS) DEAD - DELIST 27/12/01;EASTMAN KODAK;NL0000460392;E 
993293;N;EQ;S;UNITED STATES;NETHERLANDS;U$;US;EASTMAN KODAK (AMS);EASTMAN KODAK (AMS);EASTMAN KODAK;US2774611097;U$
932806;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;ECONOSTO KON. DEAD - 07/07/08;ECONOSTO KONINKLIJKE DEAD - 07/07/08;KONINKLIJKE ECONOSTO NV;NL0000349033;E 
505458;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;ECONOSTO 3% STK.;ECONOSTO 3% STOCK;ECONOSTO;NA;FL
32585K;Y;EQ;S;FRANCE;NETHERLANDS;E;FR;EDF (AMS) DEAD - 21/11/05;EDF (AMS) DEAD - 21/11/05;ELECTRICITE DE FRANCE;FR0010242511;E 
741645;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;EHCO-KLM KLEDING DEAD - DELIST.20/10/95;EHCO-KLM KLEDING DEAD - DELIST.20/10/95;EHCO-KLM KLEDING;NA;FL
690788;Y;EQ;S;BELGIUM;NETHERLANDS;E;BE;ELECTRABEL (AMS) DEAD - DEAD (10/07/07);ELECTRABEL (AMS) DEAD - DEAD (10/07/07);ELECTRABEL SA;BE0003637486;E 
898800;N;EQ;S;BELGIUM;NETHERLANDS;E;BE;ELECTRABEL STRIP (AMS) DEAD - 15/08/07;ELECTRABEL STRIP (AMS) DEAD - 15/08/07;ELECTRABEL SA;BE0005510780;E 
273305;Y;EQ;S;FRANCE;NETHERLANDS;E;FR;ELF AQUITAINE (AMS) DEAD - DELIST 03/11/00;ELF AQUITAINE (AMS) DEAD - DELIST 03/11/00;ELF AQUITAINE SA;FR0000120420;E 
916786;N;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;ELSEVIER DUPL.SEE 981526;ELSEVIER DUPLICATE SEE 981526;RELX NV;NA;FL
923921;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;EMBA DEAD - 08/10/07;EMBA DEAD - 08/10/07;EMBA NV;NL0000349876;E 
